# CKAL ROKET TAKIMI (Data loaded from a file)
# 2437 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
388.994,521.099,1491.099,-4.853,7.637,0.034,0.913,-3.663,2225.718,2225.721,359.932,5.896,0.912,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.731,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.347,180.023,5.308,846.5,0.001,334.515,0.015,4.52e5,12,110,0.248,0.348,0.001
389.241,519.897,1489.897,-4.844,7.807,-0.036,0.301,-3.663,2227.208,2227.211,359.932,6.123,0.299,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.416,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.271,180.023,5.316,846.6,0.001,334.52,0.014,4.495e5,12,110,0.248,0.348,0.001
389.49,518.693,1488.693,-4.853,7.871,0.054,1.065,-3.663,2228.738,2228.741,359.932,6.197,1.064,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.16,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.673,180.023,5.323,846.8,0.001,334.525,0.015,4.528e5,12,110,0.248,0.348,0.001
389.738,517.492,1487.492,-4.84,7.657,-0.002,1.031,-3.662,2230.241,2230.244,359.932,5.933,1.031,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.442,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.424,180.023,5.331,846.9,0.001,334.53,0.015,4.515e5,12,110,0.248,0.348,0.001
389.986,516.289,1486.289,-4.841,7.461,0.058,1.489,-3.662,2231.683,2231.686,359.932,5.677,1.488,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.876,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.946,180.023,5.339,847,0.001,334.534,0.015,4.542e5,12,110,0.248,0.348,0.001
390.234,515.088,1485.088,-4.826,7.174,0.016,1.58,-3.662,2233.048,2233.051,359.932,5.308,1.58,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.54,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.085,180.023,5.347,847.1,0.001,334.539,0.015,4.536e5,12,110,0.249,0.348,0.001
390.484,513.887,1483.887,-4.822,7.467,-0.12,0.289,-3.662,2234.419,2234.422,359.932,5.701,0.263,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.38,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.832,180.023,5.355,847.3,0.001,334.544,0.014,4.477e5,12,110,0.249,0.348,0.001
390.733,512.681,1482.681,-4.852,7.537,-0.002,0.031,-3.662,2235.848,2235.851,359.932,5.767,0.031,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.781,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.782,180.023,5.363,847.4,0.001,334.549,0.015,4.503e5,12,110,0.248,0.348,0.001
390.981,511.479,1481.479,-4.853,7.543,0.04,0.876,-3.662,2237.278,2237.281,359.932,5.774,0.875,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.766,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.343,180.023,5.37,847.5,0.001,334.553,0.015,4.522e5,12,110,0.248,0.348,0.001
391.228,510.278,1480.278,-4.843,7.372,-0.033,0.3,-3.662,2238.681,2238.684,359.932,5.558,0.298,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.457,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.705,180.023,5.378,847.7,0.001,334.558,0.014,4.497e5,12,110,0.248,0.349,0.001
391.476,509.075,1479.075,-4.851,7.433,0.021,0.698,-3.662,2240.069,2240.072,359.932,5.632,0.697,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.368,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.976,180.023,5.386,847.8,0.001,334.563,0.015,4.515e5,12,110,0.248,0.349,0.001
391.724,507.874,1477.874,-4.846,7.561,0.065,1.334,-3.661,2241.486,2241.489,359.932,5.804,1.332,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.699,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.15,180.023,5.394,847.9,0.001,334.568,0.015,4.54e5,12,110,0.248,0.349,0.001
391.972,506.675,1476.675,-4.83,7.3,-0.085,0.241,-3.661,2242.884,2242.887,359.932,5.474,0.225,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.798,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.362,180.023,5.402,848,0.001,334.572,0.014,4.486e5,12,110,0.249,0.349,0.001
392.221,505.471,1475.471,-4.851,7.272,0.001,0.212,-3.661,2244.239,2244.242,359.932,5.418,0.212,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.845,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.313,180.023,5.409,848.2,0.001,334.577,0.015,4.505e5,12,110,0.248,0.349,0.001
392.468,504.27,1474.27,-4.85,7.233,0.016,0.572,-3.661,2245.574,2245.577,359.932,5.365,0.572,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.198,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.083,180.023,5.417,848.3,0.001,334.582,0.015,4.512e5,12,110,0.248,0.349,0.001
392.716,503.069,1473.069,-4.847,7.126,0.056,1.197,-3.661,2246.885,2246.888,359.932,5.224,1.196,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.378,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.812,180.023,5.425,848.4,0.001,334.586,0.015,4.535e5,12,110,0.248,0.349,0.001
392.964,501.87,1471.87,-4.833,7.337,-0.023,0.97,-3.661,2248.216,2248.219,359.932,5.52,0.97,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.113,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,180.023,5.433,848.6,0.001,334.591,0.015,4.511e5,12,110,0.248,0.349,0.001
393.212,500.669,1470.669,-4.838,7.523,-0.045,0.158,-3.661,2249.617,2249.62,359.932,5.761,0.151,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.263,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.836,180.023,5.441,848.7,0.001,334.596,0.014,4.495e5,12,110,0.248,0.349,0.001
393.46,499.467,1469.467,-4.85,7.559,0.097,1.4,-3.661,2251.051,2251.054,359.932,5.799,1.397,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,122.194,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.483,180.023,5.448,848.8,0.001,334.601,0.015,4.55e5,12,110,0.248,0.349,0.001
393.708,498.269,1468.269,-4.825,7.813,-0.087,0.416,-3.66,2252.53,2252.533,359.932,6.144,0.406,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.841,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.942,180.023,5.456,848.9,0.001,334.605,0.014,4.488e5,12,110,0.249,0.349,0.001
393.957,497.066,1467.066,-4.847,7.747,0.003,0.448,-3.66,2254.045,2254.048,359.932,6.043,0.448,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.968,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.265,180.023,5.464,849.1,0.001,334.61,0.015,4.509e5,12,110,0.248,0.349,0.001
394.204,495.866,1465.866,-4.846,7.833,-0.004,0.309,-3.66,2255.555,2255.558,359.932,6.154,0.309,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.813,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.308,180.023,5.472,849.2,0.001,334.615,0.014,4.506e5,12,110,0.248,0.349,0.001
394.452,494.666,1464.666,-4.847,7.894,0.059,1.122,-3.66,2257.089,2257.092,359.932,6.231,1.121,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.308,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.782,180.023,5.48,849.3,0.001,334.62,0.015,4.534e5,12,110,0.248,0.35,0.001
394.699,493.468,1463.468,-4.833,8.106,0.009,1.189,-3.66,2258.665,2258.668,359.932,6.508,1.189,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.798,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.922,180.023,5.487,849.4,0.001,334.624,0.015,4.525e5,12,110,0.248,0.35,0.001
394.948,492.269,1462.269,-4.83,7.87,-0.061,0.436,-3.66,2260.244,2260.247,359.932,6.213,0.432,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.181,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.427,180.023,5.495,849.6,0.001,334.629,0.014,4.495e5,12,110,0.248,0.35,0.001
395.196,491.067,1461.067,-4.845,7.964,0.103,1.501,-3.66,2261.801,2261.803,359.932,6.32,1.497,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,122.442,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.053,180.023,5.503,849.7,0.001,334.634,0.015,4.556e5,12,110,0.248,0.35,0.001
395.443,489.871,1459.871,-4.82,8.246,0.122,2.187,-3.659,2263.411,2263.414,359.932,6.691,2.184,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,124.205,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.752,180.023,5.511,849.8,0.001,334.638,0.015,4.589e5,12,110,0.249,0.35,0.001
395.692,488.676,1458.676,-4.79,8.676,-0.151,1.253,-3.659,2265.143,2265.146,359.932,7.234,1.243,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.93,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.852,180.023,5.519,850,0.001,334.643,0.014,4.491e5,12,110,0.25,0.35,0.001
395.943,487.472,1457.472,-4.827,8.958,0.028,1.45,-3.659,2266.993,2266.996,359.932,7.546,1.449,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,121.446,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.833,180.023,5.526,850.1,0.001,334.648,0.015,4.538e5,12,110,0.248,0.35,0.001
396.191,486.274,1456.274,-4.82,8.653,0.482,3.659,-3.659,2268.823,2268.826,359.932,7.186,3.627,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,133.293,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.485,180.023,5.534,850.2,0.001,334.653,0.015,4.754e5,12,110,0.249,0.35,0.001
396.44,485.09,1455.09,-4.701,7.847,-0.308,2.337,-3.659,2270.498,2270.501,359.932,6.284,2.317,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.448,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.136,180.023,5.542,850.3,0.001,334.657,0.014,4.501e5,12,110,0.255,0.35,0.001
396.695,483.881,1453.881,-4.779,7.433,-0.255,0.54,-3.659,2272.025,2272.028,359.932,5.693,0.475,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,116.828,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.455,180.023,5.55,850.5,0.001,334.662,0.014,4.451e5,12,110,0.251,0.35,0.001
396.945,482.675,1452.675,-4.843,7.384,-1.681e-4,0.414,-3.659,2273.438,2273.44,359.932,5.574,0.414,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.91,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.369,180.023,5.558,850.6,0.001,334.667,0.014,4.51e5,12,110,0.247,0.35,0.001
397.193,481.476,1451.476,-4.843,7.307,0.045,1.017,-3.658,2274.804,2274.807,359.932,5.471,1.016,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.989,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.971,180.023,5.565,850.7,0.001,334.672,0.015,4.53e5,12,110,0.247,0.35,0.001
397.44,480.279,1450.279,-4.832,7.113,-0.011,0.881,-3.658,2276.127,2276.129,359.932,5.22,0.881,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.15,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.655,180.023,5.573,850.8,0.001,334.676,0.014,4.515e5,12,110,0.248,0.35,0.001
397.688,479.081,1449.081,-4.835,7.277,0.077,1.526,-3.658,2277.448,2277.451,359.932,5.438,1.524,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,122.182,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.692,180.023,5.581,851,0.001,334.681,0.015,4.553e5,12,110,0.248,0.35,0.001
397.936,477.885,1447.885,-4.816,6.986,-0.109,0.342,-3.658,2278.748,2278.751,359.932,5.061,0.325,38.42,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.54,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.222,180.023,5.589,851.1,0.001,334.686,0.014,4.485e5,12,110,0.249,0.351,0.001
398.185,476.684,1446.684,-4.843,7.063,-5.305e-4,0.259,-3.658,2280.017,2280.02,359.932,5.141,0.259,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.84,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.269,180.023,5.597,851.2,0.001,334.69,0.014,4.51e5,12,110,0.247,0.351,0.001
398.432,475.487,1445.487,-4.843,7.11,0.016,0.594,-3.658,2281.296,2281.299,359.932,5.205,0.593,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.216,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.498,180.023,5.604,851.4,0.001,334.695,0.014,4.517e5,12,110,0.247,0.351,0.001
398.679,474.29,1444.29,-4.839,7.215,0.134,1.756,-3.658,2282.602,2282.605,359.932,5.352,1.75,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,123.318,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.205,180.023,5.612,851.5,0.001,334.7,0.015,4.575e5,12,110,0.247,0.351,0.001
398.927,473.096,1443.096,-4.806,7.521,-0.143,0.373,-3.658,2283.98,2283.982,359.932,5.785,0.345,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.131,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.957,180.023,5.62,851.6,0.001,334.705,0.014,4.478e5,12,110,0.249,0.351,0.001
399.176,471.895,1441.895,-4.842,7.61,-8.169e-4,0.266,-3.657,2285.431,2285.434,359.932,5.871,0.266,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.839,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.74,180.023,5.628,851.7,0.001,334.709,0.014,4.51e5,12,110,0.247,0.351,0.001
399.423,470.698,1440.698,-4.842,7.559,0.016,0.605,-3.657,2286.875,2286.878,359.932,5.805,0.605,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.231,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.507,180.023,5.635,851.9,0.001,334.714,0.014,4.518e5,12,110,0.247,0.351,0.001
399.67,469.501,1439.501,-4.838,7.443,0.013,0.772,-3.657,2288.291,2288.294,359.932,5.656,0.772,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.334,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.275,180.023,5.643,852,0.001,334.719,0.014,4.52e5,12,110,0.247,0.351,0.001
399.918,468.305,1438.305,-4.835,7.296,-0.012,0.584,-3.657,2289.667,2289.67,359.932,5.465,0.584,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.875,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.753,180.023,5.651,852.1,0.001,334.723,0.014,4.511e5,12,110,0.248,0.351,0.001
400.165,467.108,1437.108,-4.838,7.407,-0.014,0.201,-3.657,2291.037,2291.04,359.932,5.609,0.201,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.658,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.709,180.023,5.659,852.2,0.001,334.728,0.014,4.508e5,12,110,0.247,0.351,0.001
400.412,465.911,1435.911,-4.841,7.447,0.006,0.358,-3.657,2292.431,2292.434,359.932,5.659,0.358,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.954,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.836,180.023,5.667,852.4,0.001,334.733,0.014,4.513e5,12,110,0.247,0.351,0.001
400.66,464.715,1434.715,-4.84,7.514,0.023,0.748,-3.657,2293.84,2293.843,359.932,5.747,0.748,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.435,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.116,180.023,5.674,852.5,0.001,334.738,0.015,4.522e5,12,110,0.247,0.351,0.001
400.907,463.519,1433.519,-4.834,7.652,0.091,1.547,-3.657,2295.283,2295.286,359.932,5.932,1.545,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,122.389,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.687,180.023,5.682,852.6,0.001,334.742,0.015,4.559e5,12,110,0.247,0.351,0.001
401.154,462.326,1432.326,-4.811,7.938,0.06,1.896,-3.656,2296.798,2296.801,359.932,6.314,1.895,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,122.749,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.239,180.023,5.69,852.8,0.001,334.747,0.015,4.566e5,12,110,0.249,0.352,0.001
401.403,461.132,1431.132,-4.796,8.309,-0.093,1.277,-3.656,2298.426,2298.429,359.932,6.785,1.274,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.682,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.415,180.023,5.698,852.9,0.001,334.752,0.014,4.509e5,12,110,0.249,0.352,0.001
401.652,459.933,1429.933,-4.82,8.584,0.406,3.296,-3.656,2300.157,2300.16,359.932,7.103,3.271,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,131.028,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.648,180.023,5.705,853,0.001,334.756,0.015,4.718e5,12,110,0.248,0.352,0.001
401.9,458.75,1428.75,-4.719,9.214,-0.449,0.906,-3.656,2302.02,2302.023,359.932,7.914,0.787,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,114.72,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.517,180.023,5.713,853.1,0.001,334.761,0.014,4.415e5,12,110,0.253,0.352,0.001
402.153,457.54,1427.54,-4.833,9.104,0.19,2.124,-3.656,2304,2304.002,359.932,7.715,2.116,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,124.846,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.691,180.023,5.721,853.3,0.001,334.766,0.015,4.606e5,12,110,0.247,0.352,0.001
402.401,456.351,1426.351,-4.786,8.638,-0.181,0.829,-3.656,2305.843,2305.846,359.932,7.192,0.809,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,118.01,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.789,180.023,5.729,853.4,0.001,334.771,0.014,4.478e5,12,110,0.25,0.352,0.001
402.65,455.15,1425.15,-4.831,8.496,0.007,0.879,-3.656,2307.614,2307.617,359.932,6.99,0.879,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,120.376,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.556,180.023,5.737,853.5,0.001,334.775,0.014,4.523e5,12,110,0.247,0.352,0.001
402.898,453.955,1423.955,-4.829,8.317,-0.012,0.718,-3.655,2309.316,2309.319,359.932,6.772,0.718,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.984,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.127,180.023,5.744,853.6,0.001,334.78,0.014,4.516e5,12,110,0.247,0.352,0.001
403.145,452.76,1422.76,-4.832,8.464,-0.018,0.382,-3.655,2311.014,2311.017,359.932,6.95,0.382,38.421,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.796,0,78.6,-6.549,0,0,119.681,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.761,180.023,5.752,853.8,0.001,334.785,0.014,4.51e5,12,110,0.247,0.352,0.001
